scheme,pivot,data_type,size,time,time_min,time_max,swaps,comparisons,memory_used
QuickSortDoublePivot,double,almost_sorted,25000,0.3534366289774577,0.3342142105102539,0.3727872371673584,1018094,2172721,2086028
QuickSortDijkstra,median_of_three_random,almost_sorted,25000,0.1278864542643229,0.1224081516265869,0.1330387592315673,393421,395212,1998780
QuickSortLomuto,last,reverse_order,100,0.0005857944488525,0.0005037784576416,0.0007350444793701,99,7499,8316
QuickSortLomuto,random,reverse_order,100,0.0002942085266113,0.0002164840698242,0.0003418922424316,336,1049,5460
QuickSortLomuto,median_of_three,reverse_order,100,0.0002946853637695,0.0001461505889892,0.0005743503570556,548,1292,4620
QuickSortLomuto,median_of_three_random,reverse_order,100,0.0002291997273763,0.0002145767211914,0.0002400875091552,343,1022,4732
QuickSortHoare,last,reverse_order,100,0.0004598299662272,0.0004496574401855,0.0004665851593017,148,5345,13860
QuickSortHoare,random,reverse_order,100,0.0002325375874837,0.0002267360687255,0.000241994857788,214,1259,13860
QuickSortHoare,median_of_three,reverse_order,100,0.0002005100250244,0.0001969337463378,0.0002045631408691,236,1360,13860
QuickSortHoare,median_of_three_random,reverse_order,100,0.0003493626912434,0.0003387928009033,0.0003581047058105,323,1345,13860
QuickSortDoublePivot,double,reverse_order,100,0.000288963317871,0.0002844333648681,0.0002949237823486,150,2500,9800
QuickSortDijkstra,median_of_three_random,reverse_order,100,0.0002571741739908,0.0002501010894775,0.000267744064331,661,678,7606
QuickSortLomuto,last,reverse_order,500,0.0135246117909749,0.0131340026855468,0.0141780376434326,499,187499,41916
QuickSortLomuto,random,reverse_order,500,0.0010798772176106,0.001051902770996,0.0010960102081298,2391,7664,28224
QuickSortLomuto,median_of_three,reverse_order,500,0.0011678536732991,0.0011627674102783,0.0011720657348632,4240,10608,23100
QuickSortLomuto,median_of_three_random,reverse_order,500,0.0018463134765625,0.0014173984527587,0.0024454593658447,2398,7264,23772
QuickSortHoare,last,reverse_order,500,0.0092666149139404,0.008758544921875,0.0102794170379638,748,126745,69860
QuickSortHoare,random,reverse_order,500,0.0017618338267008,0.0013260841369628,0.0025069713592529,1109,7610,69860
QuickSortHoare,median_of_three,reverse_order,500,0.0011645158131917,0.0011563301086425,0.0011777877807617,1110,7982,69860
QuickSortHoare,median_of_three_random,reverse_order,500,0.0018997987111409,0.0018622875213623,0.0019326210021972,1660,8245,69860
QuickSortDoublePivot,double,reverse_order,500,0.0071191787719726,0.0062048435211181,0.0078451633453369,750,62500,49000
QuickSortDijkstra,median_of_three_random,reverse_order,500,0.0015904108683268,0.0015115737915039,0.0017249584197998,4623,4666,39480
QuickSortLomuto,last,reverse_order,1000,0.0633338292439778,0.0577399730682373,0.070913553237915,999,749999,83916
QuickSortLomuto,random,reverse_order,1000,0.0028051535288492,0.0023024082183837,0.0035233497619628,5424,17853,55804
QuickSortLomuto,median_of_three,reverse_order,1000,0.0027715365091959,0.0027265548706054,0.0028491020202636,9892,24920,45276
QuickSortLomuto,median_of_three_random,reverse_order,1000,0.0037880738576253,0.0028681755065917,0.0046815872192382,4620,15457,48020
QuickSortHoare,last,reverse_order,1000,0.039710521697998,0.0385639667510986,0.0411579608917236,1498,503495,139860
QuickSortHoare,random,reverse_order,1000,0.0031878948211669,0.0029184818267822,0.0034341812133789,2214,17026,139860
QuickSortHoare,median_of_three,reverse_order,1000,0.0038332939147949,0.0024285316467285,0.0059225559234619,2195,16964,139860
QuickSortHoare,median_of_three_random,reverse_order,1000,0.0049959818522135,0.0039584636688232,0.0069870948791503,3413,17823,139860
QuickSortDoublePivot,double,reverse_order,1000,0.0301567713419596,0.0287137031555175,0.0311915874481201,1500,250000,98000
QuickSortDijkstra,median_of_three_random,reverse_order,1000,0.004350741704305,0.0033187866210937,0.0062599182128906,10286,10369,80033
QuickSortLomuto,last,reverse_order,5000,1.5219563643137617,1.4971020221710205,1.561105489730835,4999,18749999,419916
QuickSortLomuto,random,reverse_order,5000,0.0161681175231933,0.0151352882385253,0.0179665088653564,29929,113250,279356
QuickSortLomuto,median_of_three,reverse_order,5000,0.020108143488566,0.0193967819213867,0.0209498405456542,67332,170264,226716
QuickSortLomuto,median_of_three_random,reverse_order,5000,0.017873207728068,0.0170564651489257,0.019059419631958,30030,99548,239568
QuickSortHoare,last,reverse_order,5000,1.0606372356414795,0.9641673564910888,1.1191978454589844,7498,12517495,699860
QuickSortHoare,random,reverse_order,5000,0.0166891415913899,0.0163831710815429,0.0169470310211181,11087,100771,699860
QuickSortHoare,median_of_three,reverse_order,5000,0.0134588877360026,0.0130069255828857,0.0141363143920898,10872,96654,699860
QuickSortHoare,median_of_three_random,reverse_order,5000,0.0239697297414143,0.0213880538940429,0.026885986328125,16928,102084,699860
QuickSortDoublePivot,double,reverse_order,5000,0.726130485534668,0.7135496139526367,0.744504451751709,7500,6250000,490000
QuickSortDijkstra,median_of_three_random,reverse_order,5000,0.0226195653279622,0.0203578472137451,0.0254256725311279,64581,64999,399933
QuickSortLomuto,last,reverse_order,10000,5.7587058544158936,5.7059166431427,5.80244255065918,9999,74999999,839916
QuickSortLomuto,random,reverse_order,10000,0.0346226692199707,0.0334987640380859,0.0355515480041503,62912,249127,558712
QuickSortLomuto,median_of_three,reverse_order,10000,0.0468683242797851,0.0447509288787841,0.0495030879974365,149544,380880,462588
QuickSortLomuto,median_of_three_random,reverse_order,10000,0.042405366897583,0.0403995513916015,0.0453476905822753,64678,218780,480144
QuickSortHoare,last,reverse_order,10000,4.277243455251058,4.034409284591675,4.479824781417847,14998,50034995,1399860
QuickSortHoare,random,reverse_order,10000,0.0375494956970214,0.0357732772827148,0.0397026538848876,22157,226907,1399860
QuickSortHoare,median_of_three,reverse_order,10000,0.0300004482269287,0.0290720462799072,0.0312800407409668,21707,203306,1399860
QuickSortHoare,median_of_three_random,reverse_order,10000,0.0524987379709879,0.0495615005493164,0.0563595294952392,34177,218328,1399860
QuickSortDoublePivot,double,reverse_order,10000,2.885195255279541,2.8676085472106934,2.897207498550415,15000,25000000,980000
QuickSortDijkstra,median_of_three_random,reverse_order,10000,0.0442270437876383,0.0419912338256835,0.0464766025543212,145475,146136,800100
QuickSortLomuto,last,reverse_order,25000,39.47921323776245,37.39639115333557,41.18795895576477,24999,468749999,2099916
QuickSortLomuto,random,reverse_order,25000,0.1208016872406005,0.1121418476104736,0.1370091438293457,168784,665583,1400812
QuickSortLomuto,median_of_three,reverse_order,25000,0.1337868372599283,0.1296501159667968,0.1359474658966064,424996,1086712,1206492
QuickSortLomuto,median_of_three_random,reverse_order,25000,0.1076702276865641,0.103567361831665,0.1131706237792968,179576,619773,1199604
QuickSortHoare,last,reverse_order,25000,26.32044251759847,25.673545837402344,27.18869686126709,37498,312587495,3499860
QuickSortHoare,random,reverse_order,25000,0.1109780470530192,0.1039235591888427,0.1175706386566162,55395,595328,3499860
QuickSortHoare,median_of_three,reverse_order,25000,0.083985964457194,0.0823945999145507,0.0849983692169189,54210,540930,3499860
QuickSortHoare,median_of_three_random,reverse_order,25000,0.1366910139719645,0.1335752010345459,0.141017198562622,84374,582768,3499860
QuickSortDoublePivot,double,reverse_order,25000,19.240926106770832,18.59978938102722,20.00795531272888,37500,156250000,2450000
QuickSortDijkstra,median_of_three_random,reverse_order,25000,0.1299241383870442,0.1252226829528808,0.1388595104217529,405591,407427,2000973
QuickSortLomuto,last,triangular,100,0.0001553694407145,0.0001535415649414,0.0001585483551025,435,1695,4452
QuickSortLomuto,random,triangular,100,0.0001413027445475,0.0001296997070312,0.0001506805419921,305,974,4788
QuickSortLomuto,median_of_three,triangular,100,0.0001513957977294,0.000150442123413,0.0001533031463623,496,1534,4200
QuickSortLomuto,median_of_three_random,triangular,100,0.0002248287200927,0.0002176761627197,0.0002341270446777,303,968,4200
QuickSortHoare,last,triangular,100,0.0002284049987792,0.0002272129058837,0.0002305507659912,267,1908,13860
QuickSortHoare,random,triangular,100,0.000241200129191,0.0002355575561523,0.0002477169036865,277,1379,13860
QuickSortHoare,median_of_three,triangular,100,0.0002497831980387,0.0002355575561523,0.0002744197845458,364,1867,13860
QuickSortHoare,median_of_three_random,triangular,100,0.0003401438395182,0.0003371238708496,0.0003421306610107,362,1374,13860
QuickSortDoublePivot,double,triangular,100,0.0002054373423258,0.0002017021179199,0.0002126693725585,677,1192,9800
QuickSortDijkstra,median_of_three_random,triangular,100,0.0003685156504313,0.000209093093872,0.0005991458892822,533,539,7000
QuickSortLomuto,last,triangular,500,0.0104472637176513,0.0098967552185058,0.0115001201629638,18715,42407,21252
QuickSortLomuto,random,triangular,500,0.0025913715362548,0.002281904220581,0.0027461051940917,2063,6767,24304
QuickSortLomuto,median_of_three,triangular,500,0.0113298892974853,0.0108101367950439,0.0121736526489257,19676,42634,21000
QuickSortLomuto,median_of_three_random,triangular,500,0.0030594666798909,0.0023443698883056,0.0035915374755859,2195,7015,21000
QuickSortHoare,last,triangular,500,0.0041662057240804,0.0037145614624023,0.0048747062683105,1611,14826,69860
QuickSortHoare,random,triangular,500,0.0014081796010335,0.0014052391052246,0.0014128684997558,1679,8301,69860
QuickSortHoare,median_of_three,triangular,500,0.0019698143005371,0.0015590190887451,0.002770185470581,2081,13739,69860
QuickSortHoare,median_of_three_random,triangular,500,0.0061320463816324,0.0059187412261962,0.0062429904937744,2062,8569,69860
QuickSortDoublePivot,double,triangular,500,0.0023607412974039,0.0020687580108642,0.0027496814727783,8454,15982,49000
QuickSortDijkstra,median_of_three_random,triangular,500,0.0012703736623128,0.001235008239746,0.0013084411621093,3982,4006,35000
QuickSortLomuto,last,triangular,1000,0.0179192225138346,0.0172281265258789,0.0189507007598876,75270,161551,42252
QuickSortLomuto,random,triangular,1000,0.0022388299306233,0.0021343231201171,0.0023334026336669,4727,17526,49056
QuickSortLomuto,median_of_three,triangular,1000,0.0199088255564371,0.0184848308563232,0.0219557285308837,77170,161928,42000
QuickSortLomuto,median_of_three_random,triangular,1000,0.0032296975453694,0.0029306411743164,0.003403902053833,4760,16062,42000
QuickSortHoare,last,triangular,1000,0.0037287871042887,0.0036096572875976,0.0038979053497314,3446,35150,139860
QuickSortHoare,random,triangular,1000,0.0042890707651774,0.0032804012298583,0.005589485168457,3635,18960,139860
QuickSortHoare,median_of_three,triangular,1000,0.0067030588785807,0.0037050247192382,0.0119433403015136,4396,31588,139860
QuickSortHoare,median_of_three_random,triangular,1000,0.0041691462198893,0.0040006637573242,0.0043730735778808,4436,18842,139860
QuickSortDoublePivot,double,triangular,1000,0.007936954498291,0.0059072971343994,0.0119211673736572,24040,46290,97804
QuickSortDijkstra,median_of_three_random,triangular,1000,0.0046798388163248,0.0028114318847656,0.0084004402160644,9148,9207,70000
QuickSortLomuto,last,triangular,5000,0.360971450805664,0.3408858776092529,0.3804218769073486,1480319,3023299,210252
QuickSortLomuto,random,triangular,5000,0.0149668057759602,0.0132896900177001,0.0163772106170654,31399,105568,244552
QuickSortLomuto,median_of_three,triangular,5000,0.3499881426493327,0.3464162349700928,0.3519127368927002,1466950,2984654,210000
QuickSortLomuto,median_of_three_random,triangular,5000,0.0193564097086588,0.017972707748413,0.0218651294708251,28676,97586,210000
QuickSortHoare,last,triangular,5000,0.0281191666920979,0.026813268661499,0.0304682254791259,19868,247531,699860
QuickSortHoare,random,triangular,5000,0.0192011992136637,0.0171594619750976,0.0221116542816162,20729,110018,699860
QuickSortHoare,median_of_three,triangular,5000,0.0225858688354492,0.0222525596618652,0.0230712890625,24683,208907,699860
QuickSortHoare,median_of_three_random,triangular,5000,0.0249365965525309,0.0222196578979492,0.0271847248077392,24484,110567,699860
QuickSortDoublePivot,double,triangular,5000,0.0708769162495931,0.0686759948730468,0.0732123851776123,283985,558942,488628
QuickSortDijkstra,median_of_three_random,triangular,5000,0.0183570384979248,0.0169639587402343,0.0210683345794677,59650,60001,350000
QuickSortLomuto,last,triangular,10000,1.404483715693156,1.3673462867736816,1.4340205192565918,5904241,11943773,420084
QuickSortLomuto,random,triangular,10000,0.03445299466451,0.0321900844573974,0.0389444828033447,68832,245763,489580
QuickSortLomuto,median_of_three,triangular,10000,1.450232982635498,1.4189105033874512,1.5014355182647705,5861980,11836386,420000
QuickSortLomuto,median_of_three_random,triangular,10000,0.0406755606333414,0.0400893688201904,0.0416321754455566,67746,221609,420000
QuickSortHoare,last,triangular,10000,0.0591774781545003,0.0571308135986328,0.0603382587432861,41900,571235,1399860
QuickSortHoare,random,triangular,10000,0.0389522711435953,0.0375623703002929,0.0396621227264404,43807,246599,1399860
QuickSortHoare,median_of_three,triangular,10000,0.0518637498219808,0.0496420860290527,0.0529944896697998,51718,471688,1399860
QuickSortHoare,median_of_three_random,triangular,10000,0.0527551968892415,0.0507571697235107,0.0561769008636474,52149,232864,1399860
QuickSortDoublePivot,double,triangular,10000,0.270015796025594,0.2603926658630371,0.2818756103515625,1055786,2092825,978824
QuickSortDijkstra,median_of_three_random,triangular,10000,0.0456648667653401,0.0414650440216064,0.0512454509735107,129244,129878,700000
QuickSortLomuto,last,triangular,25000,6.631540536880493,6.600504636764526,6.660992622375488,26602991,53686390,1050336
QuickSortLomuto,random,triangular,25000,0.0929412047068278,0.0853979587554931,0.0986678600311279,190693,663980,1225924
QuickSortLomuto,median_of_three,triangular,25000,6.490671555201213,6.4485063552856445,6.543704032897949,26606828,53609064,1050000
QuickSortLomuto,median_of_three_random,triangular,25000,0.1147836844126383,0.1107118129730224,0.1184847354888916,184287,629672,1050000
QuickSortHoare,last,triangular,25000,0.1952622731526692,0.1888010501861572,0.2051918506622314,112024,1686699,3499860
QuickSortHoare,random,triangular,25000,0.1052230199178059,0.1026833057403564,0.1100828647613525,117006,637846,3499860
QuickSortHoare,median_of_three,triangular,25000,0.1635622978210449,0.1577377319335937,0.1669361591339111,140063,1407120,3499860
QuickSortHoare,median_of_three_random,triangular,25000,0.1348317464192708,0.1288809776306152,0.1429042816162109,139161,638511,3499860
QuickSortDoublePivot,double,triangular,25000,3.061287641525269,3.0434229373931885,3.075857400894165,12335022,24621474,2449412
QuickSortDijkstra,median_of_three_random,triangular,25000,0.1131388346354166,0.1093323230743408,0.1162683963775634,362644,364158,1750000
QuickSortLomuto,last,identical,15000,7.484519879023234,7.303220510482788,7.603539943695068,14999,112507499,1259916
QuickSortLomuto,random,identical,15000,7.597510814666748,7.31971549987793,7.867713212966919,29990,112507499,1259916
QuickSortLomuto,median_of_three,identical,15000,7.901139497756958,7.463460445404053,8.23539924621582,29998,112552496,1259916
QuickSortLomuto,median_of_three_random,identical,15000,7.545382817586263,7.35411810874939,7.895642042160034,29988,112552493,1259916
QuickSortHoare,last,identical,15000,0.068106730779012,0.0582621097564697,0.0752918720245361,117251,351753,2099860
QuickSortHoare,random,identical,15000,0.0723973115285237,0.0658900737762451,0.0774259567260742,117251,351753,2099860
QuickSortHoare,median_of_three,identical,15000,0.0671311219533284,0.0617284774780273,0.0771667957305908,117251,396750,2099860
QuickSortHoare,median_of_three_random,identical,15000,0.0843931039174397,0.0803115367889404,0.0895824432373046,117251,376326,2099860
QuickSortDoublePivot,double,identical,15000,5.935919443766276,5.66797399520874,6.190120697021484,15000,56250000,1470000
QuickSortDijkstra,median_of_three_random,identical,15000,0.0009307861328125,0.0009207725524902,0.0009472370147705,1,3,140
QuickSortLomuto,last,identical,20000,13.415294567743937,12.795873165130615,13.742897510528564,19999,200009999,1679916
QuickSortLomuto,random,identical,20000,13.933491230010986,12.815538167953491,15.65849781036377,39989,200009999,1679916
QuickSortLomuto,median_of_three,identical,20000,13.857640345891316,13.526521921157835,14.03639268875122,39998,200069996,1679916
QuickSortLomuto,median_of_three_random,identical,20000,13.70287561416626,13.08112096786499,14.847344875335692,39987,200069993,1679916
QuickSortHoare,last,identical,20000,0.0674989223480224,0.0658290386199951,0.0689589977264404,159215,477645,2799860
QuickSortHoare,random,identical,20000,0.080786387125651,0.0771780014038086,0.0867726802825927,159215,477645,2799860
QuickSortHoare,median_of_three,identical,20000,0.0718640486399332,0.0703043937683105,0.0730938911437988,159215,537642,2799860
QuickSortHoare,median_of_three_random,identical,20000,0.1047425270080566,0.0991489887237548,0.114086627960205,159215,513066,2799860
QuickSortDoublePivot,double,identical,20000,10.081160068511965,9.824567556381226,10.262189149856567,20000,100000000,1960000
QuickSortDijkstra,median_of_three_random,identical,20000,0.0012945334116617,0.0012543201446533,0.001317024230957,1,3,140
QuickSortLomuto,last,sorted,15000,17.786149978637695,17.090043306350708,18.285249948501587,14999,224999999,1259916
QuickSortLomuto,random,sorted,15000,0.0434702237447102,0.0417215824127197,0.0448400974273681,17546,375878,838936
QuickSortLomuto,median_of_three,sorted,15000,0.0479977925618489,0.0421326160430908,0.051823616027832,16382,298654,688044
QuickSortLomuto,median_of_three_random,sorted,15000,0.055886427561442,0.0530421733856201,0.0583977699279785,24712,348758,719712
QuickSortHoare,last,sorted,15000,8.825425863265991,8.424095630645752,9.57341456413269,29998,112567495,2099860
QuickSortHoare,random,sorted,15000,0.0727198123931884,0.060436725616455,0.0807328224182128,25768,336636,2099860
QuickSortHoare,median_of_three,sorted,15000,0.0646218458811442,0.0629608631134033,0.0678369998931884,24998,305878,2099860
QuickSortHoare,median_of_three_random,sorted,15000,0.0912911891937255,0.0833730697631836,0.0978353023529052,44184,324307,2099860
QuickSortDoublePivot,double,sorted,15000,6.270913283030192,5.990562200546265,6.528899908065796,15000,56250000,1470000
QuickSortDijkstra,median_of_three_random,sorted,15000,0.0679414272308349,0.0636458396911621,0.0719785690307617,224567,225680,1199893
QuickSortLomuto,last,sorted,20000,30.036139170328777,28.52311444282532,31.428505659103397,19999,399999999,1679916
QuickSortLomuto,random,sorted,20000,0.0606970787048339,0.0542867183685302,0.0731594562530517,23347,512991,1119552
QuickSortLomuto,median_of_three,sorted,20000,0.041160504023234,0.040024995803833,0.042001724243164,23616,413701,991872
QuickSortLomuto,median_of_three_random,sorted,20000,0.0683505535125732,0.0652422904968261,0.0713441371917724,32868,470111,960260
QuickSortHoare,last,sorted,20000,16.441407759984333,15.635665655136108,17.23221254348755,39998,200089995,2799860
QuickSortHoare,random,sorted,20000,0.1363926728566487,0.0851445198059082,0.218691349029541,34351,445363,2799860
QuickSortHoare,median_of_three,sorted,20000,0.0717318058013916,0.0602638721466064,0.0822806358337402,33331,416621,2799860
QuickSortHoare,median_of_three_random,sorted,20000,0.0955641269683837,0.0906918048858642,0.1015751361846923,58862,451429,2799860
QuickSortDoublePivot,double,sorted,20000,10.538206497828163,10.041003465652466,10.923213481903076,20000,100000000,1960000
QuickSortDijkstra,median_of_three_random,sorted,20000,0.0970317522684733,0.0900499820709228,0.1030921936035156,315916,317310,1601506
QuickSortLomuto,last,random_data,15000,0.0512122313181559,0.0502352714538574,0.0525803565979003,111917,432071,1175916
QuickSortLomuto,random,random_data,15000,0.0575649738311767,0.0554299354553222,0.0587806701660156,116857,413718,1175916
QuickSortLomuto,median_of_three,random_data,15000,0.0529076258341471,0.0499515533447265,0.0568161010742187,108664,418105,1175916
QuickSortLomuto,median_of_three_random,random_data,15000,0.0870940685272216,0.0829865932464599,0.093189001083374,107774,412645,1175916
QuickSortHoare,last,random_data,15000,0.0570606390635172,0.0514237880706787,0.0676226615905761,76818,397262,2099860
QuickSortHoare,random,random_data,15000,0.0544829368591308,0.0527801513671875,0.0565056800842285,77101,365771,2099860
QuickSortHoare,median_of_three,random_data,15000,0.0508326689402262,0.0499138832092285,0.0519895553588867,81844,394042,2099860
QuickSortHoare,median_of_three_random,random_data,15000,0.0743117332458496,0.0708239078521728,0.0797398090362548,81918,364968,2099860
QuickSortDoublePivot,double,random_data,15000,0.0443021456400553,0.0413012504577636,0.0494611263275146,86609,253905,1418256
QuickSortDijkstra,median_of_three_random,random_data,15000,0.0345754623413085,0.0310211181640625,0.038541555404663,138566,139916,140140
QuickSortLomuto,last,random_data,20000,0.085325797398885,0.0665178298950195,0.1189119815826416,130942,576913,1595916
QuickSortLomuto,random,random_data,20000,0.0853099822998046,0.0844233036041259,0.0861775875091552,160672,605108,1595916
QuickSortLomuto,median_of_three,random_data,20000,0.0746483008066813,0.0715231895446777,0.0772817134857177,147819,604988,1595916
QuickSortLomuto,median_of_three_random,random_data,20000,0.1244516372680664,0.1210899353027343,0.1296074390411377,142157,607711,1595916
QuickSortHoare,last,random_data,20000,0.0672980944315592,0.0655498504638671,0.0695061683654785,106547,525485,2799860
QuickSortHoare,random,random_data,20000,0.0817367235819498,0.0788466930389404,0.0869371891021728,106433,511046,2799860
QuickSortHoare,median_of_three,random_data,20000,0.0807959238688151,0.0740969181060791,0.0848240852355957,112444,540524,2799860
QuickSortHoare,median_of_three_random,random_data,20000,0.1233637332916259,0.1052892208099365,0.1338629722595214,111578,505901,2799860
QuickSortDoublePivot,double,random_data,20000,0.0657420953114827,0.0625569820404052,0.0674328804016113,122321,367417,1908452
QuickSortDijkstra,median_of_three_random,random_data,20000,0.0399168332417806,0.0387523174285888,0.0406327247619628,194146,195511,140140
QuickSortLomuto,last,almost_sorted,15000,0.087523619333903,0.0828733444213867,0.0919697284698486,79939,928869,1027656
QuickSortLomuto,random,almost_sorted,15000,0.0495696067810058,0.0469617843627929,0.0544815063476562,104098,386754,840140
QuickSortLomuto,median_of_three,almost_sorted,15000,0.0416911443074544,0.0412783622741699,0.0419468879699707,88295,414951,721308
QuickSortLomuto,median_of_three_random,almost_sorted,15000,0.0590875148773193,0.0564978122711181,0.0636115074157714,97747,335492,720356
QuickSortHoare,last,almost_sorted,15000,0.1318741639455159,0.1289122104644775,0.1356661319732666,31814,1582684,2099860
QuickSortHoare,random,almost_sorted,15000,0.0546600818634033,0.0519757270812988,0.0564527511596679,28814,323232,2099860
QuickSortHoare,median_of_three,almost_sorted,15000,0.0452992916107177,0.0428249835968017,0.0481128692626953,30470,326809,2099860
QuickSortHoare,median_of_three_random,almost_sorted,15000,0.0702278614044189,0.0675318241119384,0.0748569965362548,47063,325634,2099860
QuickSortDoublePivot,double,almost_sorted,15000,0.1398748556772867,0.1321547031402588,0.1444578170776367,431716,953264,1270080
QuickSortDijkstra,median_of_three_random,almost_sorted,15000,0.0710012912750244,0.0695900917053222,0.0735518932342529,230351,231396,1198493
QuickSortLomuto,last,almost_sorted,20000,0.159473975499471,0.1485164165496826,0.1681857109069824,108567,1841634,1371720
QuickSortLomuto,random,almost_sorted,20000,0.0687859058380127,0.0621778964996337,0.0801267623901367,137954,506158,1119104
QuickSortLomuto,median_of_three,almost_sorted,20000,0.0584295590718587,0.0573914051055908,0.0591082572937011,129065,580050,959952
QuickSortLomuto,median_of_three_random,almost_sorted,20000,0.0800296465555826,0.0760729312896728,0.0876708030700683,135841,466990,960120
QuickSortHoare,last,almost_sorted,20000,0.2878863016764323,0.2787449359893799,0.3020133972167969,42578,3394056,2799860
QuickSortHoare,random,almost_sorted,20000,0.0809810161590576,0.0716958045959472,0.0867605209350586,38718,446322,2799860
QuickSortHoare,median_of_three,almost_sorted,20000,0.0660782655080159,0.0618321895599365,0.069523811340332,40556,442213,2799860
QuickSortHoare,median_of_three_random,almost_sorted,20000,0.096643050511678,0.0917575359344482,0.1027302742004394,62940,449930,2799860
QuickSortDoublePivot,double,almost_sorted,20000,0.1248164176940918,0.1221120357513427,0.1282970905303955,381509,853677,1679916
QuickSortDijkstra,median_of_three_random,almost_sorted,20000,0.1087563037872314,0.099482774734497,0.1171257495880127,306531,308039,1601413
QuickSortLomuto,last,reverse_order,15000,13.680861870447794,12.979964017868042,14.17593002319336,14999,168749999,1259916
QuickSortLomuto,random,reverse_order,15000,0.0821855862935384,0.0493035316467285,0.1258563995361328,95791,371972,839104
QuickSortLomuto,median_of_three,reverse_order,15000,0.1115198135375976,0.0827033519744873,0.1650197505950927,235316,605016,679644
QuickSortLomuto,median_of_three_random,reverse_order,15000,0.0788652102152506,0.0666375160217285,0.0970907211303711,98439,340357,718928
QuickSortHoare,last,reverse_order,15000,8.690321763356527,8.098689794540405,9.817400932312012,22498,112552495,2099860
QuickSortHoare,random,reverse_order,15000,0.049721876780192,0.0491342544555664,0.0502228736877441,33252,337917,2099860
QuickSortHoare,median_of_three,reverse_order,15000,0.0411425431569417,0.0406038761138916,0.0415480136871337,32541,313380,2099860
QuickSortHoare,median_of_three_random,reverse_order,15000,0.0691205660502116,0.0665929317474365,0.0712828636169433,50055,337942,2099860
QuickSortDoublePivot,double,reverse_order,15000,5.723307768503825,5.590013027191162,5.853781700134277,22500,56250000,1470000
QuickSortDijkstra,median_of_three_random,reverse_order,15000,0.0832136472066243,0.0783417224884033,0.0918376445770263,228210,229286,1198726
QuickSortLomuto,last,reverse_order,20000,23.87282538414001,22.618703365325928,26.06335425376892,19999,299999999,1679916
QuickSortLomuto,random,reverse_order,20000,0.0772345066070556,0.0735623836517334,0.0830020904541015,130841,537948,1119440
QuickSortLomuto,median_of_three,reverse_order,20000,0.0983084837595621,0.0949912071228027,0.1031689643859863,328760,840328,916860
QuickSortLomuto,median_of_three_random,reverse_order,20000,0.0789508819580078,0.0767912864685058,0.0801324844360351,137187,465592,959112
QuickSortHoare,last,reverse_order,20000,19.71922810872396,18.42904090881348,21.37563419342041,29998,200069995,2799860
QuickSortHoare,random,reverse_order,20000,0.1142224470774332,0.1095545291900634,0.1206557750701904,44360,453566,2799860
QuickSortHoare,median_of_three,reverse_order,20000,0.0828386147816975,0.0687963962554931,0.0910723209381103,43378,426626,2799860
QuickSortHoare,median_of_three_random,reverse_order,20000,0.1353155771891276,0.1159026622772216,0.1485791206359863,67460,451254,2799860
QuickSortDoublePivot,double,reverse_order,20000,13.024309476216636,11.915302991867064,13.885880708694458,30000,100000000,1960000
QuickSortDijkstra,median_of_three_random,reverse_order,20000,0.112156867980957,0.107337474822998,0.1203446388244628,309296,310753,1599033
QuickSortLomuto,last,triangular,15000,3.814321676890055,3.4685158729553223,4.224218845367432,13054461,26343061,630252
QuickSortLomuto,random,triangular,15000,0.0663610299428304,0.0547966957092285,0.0773279666900634,105831,365846,733236
QuickSortLomuto,median_of_three,triangular,15000,3.5079969565073648,3.0625009536743164,4.196981430053711,13076040,26336582,630000
QuickSortLomuto,median_of_three_random,triangular,15000,0.0684404373168945,0.0591554641723632,0.0814831256866455,101755,340393,630000
QuickSortHoare,last,triangular,15000,0.092283805211385,0.0900392532348632,0.0942645072937011,64387,921234,2099860
QuickSortHoare,random,triangular,15000,0.0646790663401285,0.0634784698486328,0.0653281211853027,67322,361467,2099860
QuickSortHoare,median_of_three,triangular,15000,0.0936328570048014,0.082139253616333,0.1024701595306396,80471,766201,2099860
QuickSortHoare,median_of_three_random,triangular,15000,0.0755472183227539,0.0713410377502441,0.0778830051422119,80123,364240,2099860
QuickSortDoublePivot,double,triangular,15000,0.7737493515014648,0.75130295753479,0.8016343116760254,3193558,6358458,1467256
QuickSortDijkstra,median_of_three_random,triangular,15000,0.0693251291910807,0.0642571449279785,0.0788991451263427,204608,205528,1050000
QuickSortLomuto,last,triangular,20000,5.495057662328084,5.341382026672363,5.612419366836548,23585744,47462537,840252
QuickSortLomuto,random,triangular,20000,0.0661821365356445,0.064713716506958,0.0686321258544921,152346,520225,980140
QuickSortLomuto,median_of_three,triangular,20000,5.4046657880147295,5.334732532501221,5.454733371734619,23506546,47254644,840000
QuickSortLomuto,median_of_three_random,triangular,20000,0.0796104272206624,0.0768711566925048,0.0815682411193847,138604,468213,840000
QuickSortHoare,last,triangular,20000,0.1243058840433756,0.1229238510131836,0.1253554821014404,88145,1307122,2799860
QuickSortHoare,random,triangular,20000,0.0764485200246175,0.0730993747711181,0.0789358615875244,91158,494977,2799860
QuickSortHoare,median_of_three,triangular,20000,0.1159710089365641,0.1149959564208984,0.1179070472717285,107993,1082694,2799860
QuickSortHoare,median_of_three_random,triangular,20000,0.1055278778076171,0.1006088256835937,0.113518476486206,108918,495192,2799860
